firm_name,firm_website,challenge_name,markets,account_size,price,billing_type,currency,profit_target_pct,max_drawdown_pct,daily_drawdown_pct,drawdown_type,minimum_days,maximum_days,payout_frequency_days,payout_split_pct,payout_conditions,platforms,activation_fee,max_payout,contracts,data_feed,source_url,source_type,confidence
Top One Futures,https://www.toponefutures.com/,Elite Evaluation 150K,futures,150000,350,,USD,6,3,2.5,eod_trailing,,,,90,One-step evaluation. Consistency depends on the program. Price varies by current offer. Activation fee $149 on top of the evaluation price.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Elite Daily 150K,futures,150000,219.6,monthly,USD,6,3,,eod_trailing,,,1,90,Daily payout structure. Consistency rules are account-specific. $398 is the regular price; the current listed price varies. Payouts every 1 day.,NinjaTrader; TradingView; Tradovate,,,7/70,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Ignite 150K,futures,150000,,,USD,,4,2,eod_trailing,,,,90,Instant funding with no evaluation. Purchase price varies by current offer. No evaluation. The tightest consistency rule the firm sells.,NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
Top One Futures,https://www.toponefutures.com/,Instant Sim Funded 150K,futures,150000,,,USD,,,,eod_trailing,,,,90,"Direct simulated funding. Payout targets of 6% / 5% / 4% depending on the payout cycle, with drawdown and consistency rules separate from Ignite. Not enough detail to assign one rule set. Figures deliberately absent: the source said not to rely on them for this product. No evaluation; a one-time fee from $167.60 depending on size.",NinjaTrader; TradingView; Tradovate,,,,NinjaTrader,,,
Topstep,https://www.topstep.com/,Trading Combine 50K,futures,50000,49,monthly,USD,6,4,,eod_trailing,,,,90,"A monthly subscription with an activation fee on passing. Moved here from the aggregator export, which carried a single templated row for this firm; the supplied price table is a better source than that.",TopstepX; Quantower,149,,5/50,TopstepX own data feed,,,
Topstep,https://www.topstep.com/,Trading Combine No Activation Fee 50K,futures,50000,95,monthly,USD,6,4,,eod_trailing,,,,90,The same evaluation sold at a higher monthly fee in exchange for no activation fee on passing. Which is cheaper depends entirely on how long the attempt takes.,TopstepX; Quantower,0,,5/50,TopstepX own data feed,,,
Topstep,https://www.topstep.com/,Trading Combine 100K,futures,100000,99,monthly,USD,6,3,,eod_trailing,,,,90,"A monthly subscription with an activation fee on passing. Moved here from the aggregator export, which carried a single templated row for this firm; the supplied price table is a better source than that.",TopstepX; Quantower,149,,10/100,TopstepX own data feed,,,
Topstep,https://www.topstep.com/,Trading Combine No Activation Fee 100K,futures,100000,149,monthly,USD,6,3,,eod_trailing,,,,90,The same evaluation sold at a higher monthly fee in exchange for no activation fee on passing. Which is cheaper depends entirely on how long the attempt takes.,TopstepX; Quantower,0,,10/100,TopstepX own data feed,,,
Topstep,https://www.topstep.com/,Trading Combine 150K,futures,150000,199,monthly,USD,6,3,,eod_trailing,,,,90,"A monthly subscription with an activation fee on passing. Moved here from the aggregator export, which carried a single templated row for this firm; the supplied price table is a better source than that.",TopstepX; Quantower,149,,15/150,TopstepX own data feed,,,
Topstep,https://www.topstep.com/,Trading Combine No Activation Fee 150K,futures,150000,229,monthly,USD,6,3,,eod_trailing,,,,90,The same evaluation sold at a higher monthly fee in exchange for no activation fee on passing. Which is cheaper depends entirely on how long the attempt takes.,TopstepX; Quantower,0,,15/150,TopstepX own data feed,,,
TradeDay,https://www.tradeday.com/,Quick Pay EOD 50K,futures,50000,78.75,monthly,USD,6,4,,eod_trailing,,,1,80,"Billed monthly. Contract limits 5 / 10 / 15 by size. Payouts every 1 day. The split is 50/50 on the first $4,000 of net profit per account and 80/20 above it; 80 is recorded as the ongoing rate. The consistency rule applies during evaluation only. Minimum payout $250, no activation fee.",NinjaTrader; TradingView; Tradovate; Jigsaw Daytradr; TradeDayX; ATAS; Bookmap; EdgeProX; Finamark; MotiveWave; MultiCharts; OverCharts; Quantower; R Trader Pro; Sierra Chart; VolFix; WealthCharts,,10000,,"CQG, Rithmic, NinjaTrader",,,
TradeDay,https://www.tradeday.com/,Quick Pay Intraday 50K,futures,50000,58.95,monthly,USD,6,4,,intraday_trailing,,,1,80,"Billed monthly. Contract limits 5 / 10 / 15 by size. Same figures as the EOD variant, but intraday trailing is materially harsher. Payouts every 1 day. 50/50 on the first $4,000 then 80/20. Consistency applies during evaluation only.",NinjaTrader; TradingView; Tradovate; Jigsaw Daytradr; TradeDayX; ATAS; Bookmap; EdgeProX; Finamark; MotiveWave; MultiCharts; OverCharts; Quantower; R Trader Pro; Sierra Chart; VolFix; WealthCharts,,10000,,"CQG, Rithmic, NinjaTrader",,,
TradeDay,https://www.tradeday.com/,Fast Pass 50K,futures,50000,85.05,monthly,USD,6,4,,eod_trailing,,,5,80,Contract limits 5 / 10 / 15 by size. Drawdown mechanic not stated for this plan. Price varies. Payouts every 5 days. Flat 80/20 in funded sim. The consistency rule applies during evaluation only.,NinjaTrader; TradingView; Tradovate; Jigsaw Daytradr; TradeDayX; ATAS; Bookmap; EdgeProX; Finamark; MotiveWave; MultiCharts; OverCharts; Quantower; R Trader Pro; Sierra Chart; VolFix; WealthCharts,,10000,,"CQG, Rithmic, NinjaTrader",,,
TradeDay,https://www.tradeday.com/,Quick Pay EOD 100K,futures,100000,128.25,monthly,USD,6,3,,eod_trailing,,,1,80,"Billed monthly. Contract limits 5 / 10 / 15 by size. Payouts every 1 day. The split is 50/50 on the first $4,000 of net profit per account and 80/20 above it; 80 is recorded as the ongoing rate. The consistency rule applies during evaluation only. Minimum payout $250, no activation fee.",NinjaTrader; TradingView; Tradovate; Jigsaw Daytradr; TradeDayX; ATAS; Bookmap; EdgeProX; Finamark; MotiveWave; MultiCharts; OverCharts; Quantower; R Trader Pro; Sierra Chart; VolFix; WealthCharts,,10000,,"CQG, Rithmic, NinjaTrader",,,
TradeDay,https://www.tradeday.com/,Quick Pay Intraday 100K,futures,100000,108,monthly,USD,6,3,,intraday_trailing,,,1,80,"Billed monthly. Contract limits 5 / 10 / 15 by size. Same figures as the EOD variant, but intraday trailing is materially harsher. Payouts every 1 day. 50/50 on the first $4,000 then 80/20. Consistency applies during evaluation only.",NinjaTrader; TradingView; Tradovate; Jigsaw Daytradr; TradeDayX; ATAS; Bookmap; EdgeProX; Finamark; MotiveWave; MultiCharts; OverCharts; Quantower; R Trader Pro; Sierra Chart; VolFix; WealthCharts,,10000,,"CQG, Rithmic, NinjaTrader",,,
TradeDay,https://www.tradeday.com/,Fast Pass 100K,futures,100000,148.5,monthly,USD,6,3,,eod_trailing,,,5,80,Contract limits 5 / 10 / 15 by size. Drawdown mechanic not stated for this plan. Price varies. Payouts every 5 days. Flat 80/20 in funded sim. The consistency rule applies during evaluation only.,NinjaTrader; TradingView; Tradovate; Jigsaw Daytradr; TradeDayX; ATAS; Bookmap; EdgeProX; Finamark; MotiveWave; MultiCharts; OverCharts; Quantower; R Trader Pro; Sierra Chart; VolFix; WealthCharts,,10000,,"CQG, Rithmic, NinjaTrader",,,
TradeDay,https://www.tradeday.com/,Quick Pay EOD 150K,futures,150000,180,monthly,USD,6,3,,eod_trailing,,,1,80,"Billed monthly. Contract limits 5 / 10 / 15 by size. Payouts every 1 day. The split is 50/50 on the first $4,000 of net profit per account and 80/20 above it; 80 is recorded as the ongoing rate. The consistency rule applies during evaluation only. Minimum payout $250, no activation fee.",NinjaTrader; TradingView; Tradovate; Jigsaw Daytradr; TradeDayX; ATAS; Bookmap; EdgeProX; Finamark; MotiveWave; MultiCharts; OverCharts; Quantower; R Trader Pro; Sierra Chart; VolFix; WealthCharts,,10000,,"CQG, Rithmic, NinjaTrader",,,
TradeDay,https://www.tradeday.com/,Quick Pay Intraday 150K,futures,150000,162,monthly,USD,6,3,,intraday_trailing,,,1,80,"Billed monthly. Contract limits 5 / 10 / 15 by size. Same figures as the EOD variant, but intraday trailing is materially harsher. Payouts every 1 day. 50/50 on the first $4,000 then 80/20. Consistency applies during evaluation only.",NinjaTrader; TradingView; Tradovate; Jigsaw Daytradr; TradeDayX; ATAS; Bookmap; EdgeProX; Finamark; MotiveWave; MultiCharts; OverCharts; Quantower; R Trader Pro; Sierra Chart; VolFix; WealthCharts,,10000,,"CQG, Rithmic, NinjaTrader",,,
TradeDay,https://www.tradeday.com/,Fast Pass 150K,futures,150000,225,monthly,USD,6,3,,eod_trailing,,,5,80,Contract limits 5 / 10 / 15 by size. Drawdown mechanic not stated for this plan. Price varies. Payouts every 5 days. Flat 80/20 in funded sim. The consistency rule applies during evaluation only.,NinjaTrader; TradingView; Tradovate; Jigsaw Daytradr; TradeDayX; ATAS; Bookmap; EdgeProX; Finamark; MotiveWave; MultiCharts; OverCharts; Quantower; R Trader Pro; Sierra Chart; VolFix; WealthCharts,,10000,,"CQG, Rithmic, NinjaTrader",,,
Tradeify,https://tradeify.co/,Growth 25K,futures,25000,59.4,one_time,USD,6,4,2.4,eod_trailing,1,,,90,"Can pass in one day. The daily loss limit is a soft breach, not a termination. No activation fee. The 150K drawdown is published as $4,500-$5,000; a range is not a figure, so it is not recorded.",NinjaTrader; Quantower; R Trader; Sierra Chart; Tradesea; TradingView; Tradovate; WealthCharts,,,1/10,"Rithmic, Tradovate, WealthCharts",,,
Tradeify,https://tradeify.co/,Select 25K,futures,25000,65.4,one_time,USD,6,4,,eod_trailing,3,,,90,"No daily loss limit. No time limit. On passing, choose Flex payout or Daily payout. No activation fee. The 150K drawdown is published as $4,500-$5,000; a range is not a figure, so it is not recorded. The 40% consistency rule applies during the evaluation only and is dropped once funded.",NinjaTrader; Quantower; R Trader; Sierra Chart; Tradesea; TradingView; Tradovate; WealthCharts,,,1/10,"Rithmic, Tradovate, WealthCharts",,,
Tradeify,https://tradeify.co/,Lightning Funded 25K,futures,25000,207,one_time,USD,,4,,eod_trailing,,,,90,"Immediate simulated funding, no evaluation. Consistency is progressive. The $25K account has no daily loss limit. No activation fee. Published as a 20-30% band; the looser end is recorded so the rule is not overstated.",NinjaTrader; Quantower; R Trader; Sierra Chart; Tradesea; TradingView; Tradovate; WealthCharts,,,1/10,"Rithmic, Tradovate, WealthCharts",,,
Tradeify,https://tradeify.co/,Growth 50K,futures,50000,87,one_time,USD,6,4,2.5,eod_trailing,1,,,90,"Can pass in one day. The daily loss limit is a soft breach, not a termination. No activation fee. The 150K drawdown is published as $4,500-$5,000; a range is not a figure, so it is not recorded.",NinjaTrader; Quantower; R Trader; Sierra Chart; Tradesea; TradingView; Tradovate; WealthCharts,,,4/40,"Rithmic, Tradovate, WealthCharts",,,
Tradeify,https://tradeify.co/,Select 50K,futures,50000,99,one_time,USD,6,4,,eod_trailing,3,,,90,"No daily loss limit. No time limit. On passing, choose Flex payout or Daily payout. No activation fee. The 150K drawdown is published as $4,500-$5,000; a range is not a figure, so it is not recorded. The 40% consistency rule applies during the evaluation only and is dropped once funded.",NinjaTrader; Quantower; R Trader; Sierra Chart; Tradesea; TradingView; Tradovate; WealthCharts,,,4/40,"Rithmic, Tradovate, WealthCharts",,,
Tradeify,https://tradeify.co/,Lightning Funded 50K,futures,50000,295.2,one_time,USD,,4,2.5,eod_trailing,,,,90,"Immediate simulated funding, no evaluation. Consistency is progressive. The $25K account has no daily loss limit. No activation fee. Published as a 20-30% band; the looser end is recorded so the rule is not overstated.",NinjaTrader; Quantower; R Trader; Sierra Chart; Tradesea; TradingView; Tradovate; WealthCharts,,,4/40,"Rithmic, Tradovate, WealthCharts",,,
Tradeify,https://tradeify.co/,Growth 100K,futures,100000,153,one_time,USD,6,3,2.5,eod_trailing,1,,,90,"Can pass in one day. The daily loss limit is a soft breach, not a termination. No activation fee. The 150K drawdown is published as $4,500-$5,000; a range is not a figure, so it is not recorded.",NinjaTrader; Quantower; R Trader; Sierra Chart; Tradesea; TradingView; Tradovate; WealthCharts,,,8/80,"Rithmic, Tradovate, WealthCharts",,,
Tradeify,https://tradeify.co/,Select 100K,futures,100000,159,one_time,USD,6,3,,eod_trailing,3,,,90,"No daily loss limit. No time limit. On passing, choose Flex payout or Daily payout. No activation fee. The 150K drawdown is published as $4,500-$5,000; a range is not a figure, so it is not recorded. The 40% consistency rule applies during the evaluation only and is dropped once funded.",NinjaTrader; Quantower; R Trader; Sierra Chart; Tradesea; TradingView; Tradovate; WealthCharts,,,8/80,"Rithmic, Tradovate, WealthCharts",,,
Tradeify,https://tradeify.co/,Lightning Funded 100K,futures,100000,396,one_time,USD,,4,2.5,eod_trailing,,,,90,"Immediate simulated funding, no evaluation. Consistency is progressive. The $25K account has no daily loss limit. No activation fee. Published as a 20-30% band; the looser end is recorded so the rule is not overstated.",NinjaTrader; Quantower; R Trader; Sierra Chart; Tradesea; TradingView; Tradovate; WealthCharts,,,8/80,"Rithmic, Tradovate, WealthCharts",,,
Tradeify,https://tradeify.co/,Growth 150K,futures,150000,221.4,one_time,USD,6,3.333,2.5,eod_trailing,1,,,90,"Can pass in one day. The daily loss limit is a soft breach, not a termination. No activation fee. The 150K drawdown is published as $4,500-$5,000; a range is not a figure, so it is not recorded.",NinjaTrader; Quantower; R Trader; Sierra Chart; Tradesea; TradingView; Tradovate; WealthCharts,,,12/120,"Rithmic, Tradovate, WealthCharts",,,
Tradeify,https://tradeify.co/,Select 150K,futures,150000,221.4,one_time,USD,6,3,,eod_trailing,3,,,90,"No daily loss limit. No time limit. On passing, choose Flex payout or Daily payout. No activation fee. The 150K drawdown is published as $4,500-$5,000; a range is not a figure, so it is not recorded. The 40% consistency rule applies during the evaluation only and is dropped once funded.",NinjaTrader; Quantower; R Trader; Sierra Chart; Tradesea; TradingView; Tradovate; WealthCharts,,,12/120,"Rithmic, Tradovate, WealthCharts",,,
Tradeify,https://tradeify.co/,Lightning Funded 150K,futures,150000,477.6,one_time,USD,,3.333,2,eod_trailing,,,,90,"Immediate simulated funding, no evaluation. Consistency is progressive. The $25K account has no daily loss limit. No activation fee. Published as a 20-30% band; the looser end is recorded so the rule is not overstated.",NinjaTrader; Quantower; R Trader; Sierra Chart; Tradesea; TradingView; Tradovate; WealthCharts,,,12/120,"Rithmic, Tradovate, WealthCharts",,,
Traders Launch,https://traderslaunch.com/,Futures Evaluation 100K,futures,100000,39.2,one_time,USD,2,1,,eod_trailing,,,3,55,Trading restricted to the specified session. Price not reliably verified. The drawdown here is unusually tight relative to the target — check it before buying. Payouts every 3 days.,Interactive Brokers; NinjaTrader; Quantower; Volumetrica Trading,,,5,"Interactive Brokers, NinjaTrader",,,
Traders Launch,https://traderslaunch.com/,Futures Evaluation 200K,futures,200000,59.2,one_time,USD,1.5,0.5,,eod_trailing,,,3,55,Trading restricted to the specified session. Price not reliably verified. The drawdown here is unusually tight relative to the target — check it before buying. Payouts every 3 days.,Interactive Brokers; NinjaTrader; Quantower; Volumetrica Trading,,,1/10,"Interactive Brokers, NinjaTrader",,,
Traders Launch,https://traderslaunch.com/,Futures Evaluation 300K,futures,300000,111.2,one_time,USD,1.667,0.667,,eod_trailing,,,3,55,Trading restricted to the specified session. Price not reliably verified. The drawdown here is unusually tight relative to the target — check it before buying. Payouts every 3 days.,Interactive Brokers; NinjaTrader; Quantower; Volumetrica Trading,,,2/20,"Interactive Brokers, NinjaTrader",,,
Traders Launch,https://traderslaunch.com/,Futures Evaluation 80% Split 300K,futures,300000,223.2,one_time,USD,1.667,0.667,,eod_trailing,,,3,80,The same size sold at a higher price for a better split — the two are separate products because the split is what you are buying. Payouts every 3 days.,Interactive Brokers; NinjaTrader; Quantower; Volumetrica Trading,,,2/20,"Interactive Brokers, NinjaTrader",,,
Ylos Trading,https://ylostrading.com/,Standard 50K,futures,50000,,,USD,,,,intraday_trailing,10,,,100,"Simulated futures evaluation. Sizes from $25K to $300K are advertised, but pricing and rules were not reliably verified — check the live account selection before relying on anything here. Figures deliberately absent: the source said not to rely on them for this product. 100% split applies to payouts up to $15,000. Funded accounts use a real-time drawdown. A payout needs 10 days each clearing $150. No renewal fees.",BlackArrow,,,,,,,
Ylos Trading,https://ylostrading.com/,Standard 100K,futures,100000,,,USD,,,,intraday_trailing,10,,,100,"Simulated futures evaluation. Sizes from $25K to $300K are advertised, but pricing and rules were not reliably verified — check the live account selection before relying on anything here. Figures deliberately absent: the source said not to rely on them for this product. 100% split applies to payouts up to $15,000. Funded accounts use a real-time drawdown. A payout needs 10 days each clearing $150. No renewal fees.",BlackArrow,,,,,,,
Ylos Trading,https://ylostrading.com/,Standard 150K,futures,150000,,,USD,,,,intraday_trailing,10,,,100,"Simulated futures evaluation. Sizes from $25K to $300K are advertised, but pricing and rules were not reliably verified — check the live account selection before relying on anything here. Figures deliberately absent: the source said not to rely on them for this product. 100% split applies to payouts up to $15,000. Funded accounts use a real-time drawdown. A payout needs 10 days each clearing $150. No renewal fees.",BlackArrow,,,,,,,
